tenure,contract,paperlessBilling,monthlyCharges,totalCharges,churn,gender,age,phoneService,multipleLines,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,internetService_Fiber optic,internetService_No,paymentMethod_Credit card (automatic),paymentMethod_Electronic check,paymentMethod_Mailed check
1.0,1.0,0,0.46517412935323377,0.5387518754688672,0,0,0.7428571428571428,1,1,1,0,1,1,0,1,1,0,0,1,0
1.0,0.5,0,0.7094527363184079,0.7010795667666915,0,1,0.7571428571428572,1,1,1,1,0,1,0,0,1,0,0,1,0
0.0,0.0,1,0.06517412935323383,0.04140097524381095,0,1,0.7714285714285715,1,1,0,0,0,0,0,0,0,1,0,1,0
0.25,0.0,0,0.46517412935323377,0.15017816954238558,0,0,0.5142857142857142,1,0,0,0,0,0,0,0,0,1,0,1,0
0.75,0.5,1,0.8651741293532339,0.6636815453863465,0,1,0.6571428571428571,1,1,0,1,0,1,1,1,1,0,0,1,0
0.0,0.0,1,0.6119402985074627,0.08192868529632408,0,0,0.12857142857142856,1,0,0,0,0,0,0,1,1,0,0,1,0
1.0,1.0,0,0.7880597014925373,0.7174313109527382,0,0,0.6428571428571428,1,1,0,1,0,0,1,1,1,0,0,0,0
0.5,0.0,1,0.31741293532338305,0.23293323330832705,0,1,0.7142857142857143,1,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1.0,0,0.21243781094527364,0.2763034508627156,0,1,0.5428571428571428,0,0,1,1,1,0,0,0,0,0,0,0,0
0.5,0.5,1,0.05970149253731341,0.10581160915228806,0,0,0.7857142857142857,1,1,0,0,0,0,0,0,0,1,0,1,0
0.25,0.5,1,0.4313432835820895,0.17831020255063765,0,1,0.8428571428571429,1,0,1,1,1,0,0,0,0,0,0,0,0
0.0,0.0,1,0.30646766169154227,0.06679013503375843,0,1,0.14285714285714285,1,0,0,1,0,0,0,0,0,0,0,0,0
0.5,0.0,1,0.8696517412935324,0.4807705832708177,1,1,0.5142857142857142,1,1,0,1,1,0,1,1,1,0,0,1,0
0.75,0.0,1,0.6746268656716418,0.4718621061515378,0,1,0.9714285714285714,1,1,0,0,0,0,1,0,1,0,1,0,0
0.25,1.0,1,0.008955223880596996,0.05615857089272317,0,1,0.3857142857142857,1,0,0,0,0,0,0,0,0,1,1,0,0
0.0,0.0,1,0.46517412935323377,0.08160633908477119,1,0,0.30000000000000004,1,1,0,0,1,1,1,1,1,0,0,0,0
0.25,0.0,0,0.6338308457711442,0.24755016879219804,0,0,0.4285714285714286,1,0,1,1,0,0,0,0,1,0,0,1,0
1.0,1.0,0,0.015422885572139305,0.16257970742685668,0,1,0.37142857142857144,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,1.0,0,0.7034825870646766,0.13333997561890473,0,0,0.6428571428571428,1,1,1,1,1,1,1,1,0,0,1,0,0
0.0,0.0,1,0.17213930348258705,0.001963381470367591,1,1,0.34285714285714286,0,0,0,0,0,0,0,1,0,0,0,1,0
0.25,0.5,0,0.17263681592039803,0.11881095273818454,0,1,0.8428571428571429,0,0,1,0,0,1,0,0,0,0,0,0,1
0.0,0.0,1,0.417910447761194,0.018983261440360086,0,0,0.3857142857142857,1,1,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,1,0.7800995024875622,0.14507337771942985,1,1,0.02857142857142858,1,0,0,0,1,0,1,1,1,0,0,0,1
0.5,0.0,1,0.2199004975124378,0.19171394411102774,0,0,0.6857142857142857,0,0,0,1,0,0,0,1,0,0,0,1,0
0.0,0.0,0,0.3641791044776119,0.0428017160540135,0,1,0.9428571428571427,1,0,0,0,0,0,1,0,0,0,0,0,1
0.75,1.0,1,0.06368159203980098,0.12781906414103525,0,0,0.34285714285714286,1,1,0,0,0,0,0,0,0,1,0,0,0
1.0,0.0,1,0.7547263681592039,0.65960240060015,0,0,0.2857142857142857,1,1,1,1,0,0,0,1,1,0,1,0,0
0.0,0.0,1,0.618407960199005,0.026069017254313577,1,0,0.4571428571428572,1,0,0,0,0,0,1,0,1,0,0,1,0
0.0,0.0,1,0.13034825870646766,0.0014710708927231806,1,1,0.3142857142857143,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.0,1,0.7114427860696517,0.12403882220555137,1,0,0.2571428571428571,1,1,0,1,0,0,1,0,1,0,0,0,0
0.25,0.5,0,0.01641791044776117,0.05611168417104275,0,1,0.08571428571428574,1,0,0,0,0,0,0,0,0,1,1,0,0
0.25,0.5,1,0.33134328358208953,0.1549020067516879,0,1,0.2142857142857143,1,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.5,0,0.013930348258706454,9.963428357089238e-05,0,1,0.7,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,0.5,1,0.2567164179104477,0.35923433983495867,0,1,0.5285714285714286,0,0,0,1,1,0,1,0,0,0,1,0,0
0.0,0.0,1,0.015920398009950265,0.0001230776444111027,1,1,0.2,1,0,0,0,0,0,0,0,0,1,0,1,0
0.0,0.5,1,0.35820895522388063,0.08682248687171792,0,0,0.9,1,1,0,1,0,0,0,0,0,0,0,0,1
0.0,0.0,1,0.6144278606965173,0.11970180045011251,0,0,0.08571428571428574,1,1,1,0,0,0,0,0,1,0,1,0,0
0.0,0.0,1,0.9119402985074626,0.0750890847711928,1,0,0.7857142857142857,1,1,0,1,1,1,1,1,1,0,1,0,0
0.0,0.0,1,0.8268656716417909,0.1759951706676669,1,1,0.14285714285714285,1,0,0,0,1,1,1,1,1,0,0,1,0
0.5,0.0,1,0.7567164179104477,0.4730987434358589,0,1,0.2,1,1,0,1,0,1,1,0,1,0,0,1,0
0.25,0.0,1,0.4159203980099502,0.14561257501875466,1,1,0.6571428571428571,1,0,0,0,1,0,1,0,0,0,0,0,0
0.75,0.5,1,0.7482587064676617,0.578353572768192,0,0,0.5285714285714286,1,0,0,0,0,1,1,1,1,0,0,1,0
1.0,0.5,1,0.42587064676616915,0.41284930607651904,0,0,0.8142857142857142,1,1,1,0,0,1,0,0,0,0,0,0,0
0.5,0.5,1,0.8059701492537313,0.40497819767441856,0,0,0.6142857142857143,1,0,0,0,1,1,1,1,1,0,0,1,0
0.0,0.0,1,0.718407960199005,0.07201214366091521,1,1,0.4571428571428572,1,1,0,0,1,0,1,0,1,0,0,1,0
0.75,1.0,0,0.5592039800995025,0.4079555045011252,0,0,0.6285714285714286,1,0,0,0,1,1,1,1,0,0,0,0,1
0.25,0.0,1,0.41542288557213924,0.13845648912228056,0,0,0.8714285714285713,1,0,0,1,0,0,0,1,0,0,0,1,0
0.0,0.0,1,0.011940298507462671,0.031994326706676665,0,1,0.8571428571428571,1,0,0,0,0,0,0,0,0,1,1,0,0
0.25,0.0,0,0.072636815920398,0.05170433233308327,0,1,0.17142857142857143,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1,0.5636815920398011,0.006575862715678919,1,1,0.27142857142857146,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0,1,0.5164179104477612,0.02246460052513128,0,0,0.11428571428571427,1,0,0,0,0,0,0,0,1,0,0,1,0
0.75,0.5,1,0.7452736318407961,0.6092460615153789,0,1,0.6285714285714286,1,1,1,1,1,0,0,0,1,0,0,1,0
0.25,0.0,1,0.46517412935323377,0.14255907726931732,1,1,0.2857142857142857,1,1,0,0,0,0,0,1,1,0,0,0,0
0.75,1.0,0,0.021393034825870627,0.1269223555888972,0,1,0.3571428571428571,1,0,0,0,0,0,0,0,0,1,1,0,0
1.0,0.5,1,0.05472636815920398,0.17039806826706674,0,1,0.15714285714285714,1,1,0,0,0,0,0,0,0,1,1,0,0
0.25,0.0,1,0.7194029850746269,0.25253188297074264,1,1,0.8428571428571429,1,1,0,1,0,0,1,0,1,0,1,0,0
1.0,0.0,1,0.5194029850746269,0.5097876031507876,0,0,0.8428571428571429,1,1,0,0,0,0,1,1,0,0,1,0,0
0.25,0.0,0,0.47263681592039797,0.12881540697674418,0,1,0.3857142857142857,1,1,1,0,0,0,0,1,0,0,0,0,0
1.0,1.0,0,0.5074626865671642,0.517301200300075,0,1,0.4714285714285714,1,0,1,0,1,1,1,0,0,0,0,0,1
0.0,0.0,1,0.5736318407960199,0.015589834958739685,1,0,0.15714285714285714,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0,1,0.2746268656716418,0.003170714553638409,1,1,0.6428571428571428,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0,0.06368159203980098,0.20583270817704424,0,0,0.4285714285714286,1,1,0,0,0,0,0,0,0,1,0,0,0
0.75,0.0,1,0.8218905472636816,0.5770407445611402,0,0,0.22857142857142854,1,1,1,0,0,0,1,1,1,0,0,0,1
0.0,0.0,1,0.5840796019900497,0.024855823330832708,1,1,0.9142857142857143,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0,1,0.4024875621890548,0.018438203300825205,0,0,0.6714285714285714,1,0,0,1,0,0,1,0,0,0,1,0,0
0.25,0.0,0,0.10199004975124376,0.06795058139534883,0,0,0.2571428571428571,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0,0.011442786069651711,0.03190641410352588,1,0,0.44285714285714284,1,0,0,0,0,0,0,0,0,1,0,0,0
0.75,0.0,1,0.8646766169154229,0.5524369373593397,0,0,0.44285714285714284,1,1,1,1,0,0,1,1,1,0,0,1,0
0.25,0.5,0,0.645771144278607,0.23171417854463613,0,0,0.9428571428571427,1,1,0,1,1,0,0,0,1,0,0,0,0
0.0,0.0,0,0.7154228855721393,0.11403436796699175,1,0,0.07142857142857145,1,1,0,0,0,1,1,0,1,0,0,1,0
0.0,0.0,0,0.2666666666666666,0.0030769411102775685,1,1,0.3285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,1
0.75,1.0,0,0.845273631840796,0.6752156789197298,0,0,0.5285714285714286,1,1,0,0,1,1,1,1,1,0,0,0,0
0.0,0.0,0,0.572636815920398,0.006681357839459863,1,0,0.6714285714285714,1,0,0,1,0,0,0,0,1,0,0,1,0
0.0,0.0,0,0.011940298507462671,7.619092273068251e-05,0,1,0.6857142857142857,1,0,0,0,0,0,0,0,0,1,0,1,0
0.0,0.0,1,0.6074626865671642,0.06286337209302326,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0
0.75,1.0,0,0.7019900497512437,0.5702831957989497,0,0,0.7571428571428572,1,0,0,0,1,1,1,0,1,0,1,0,0
0.75,0.5,0,0.7661691542288557,0.5113817516879219,1,0,0.3571428571428571,1,0,0,1,0,0,1,1,1,0,1,0,0
0.0,0.0,1,0.6159203980099502,0.01658617779444861,0,0,0.48571428571428565,1,0,1,0,0,1,0,0,1,0,0,1,0
0.0,0.0,1,0.32835820895522383,0.06988465866466616,0,0,0.7571428571428572,1,0,0,1,0,0,0,0,0,0,0,1,0
1.0,1.0,1,0.7656716417910447,0.7677700675168792,0,1,0.41428571428571426,1,0,0,0,0,1,1,1,1,0,1,0,0
0.75,0.5,0,0.7616915422885572,0.6200768942235558,0,1,0.7428571428571428,1,0,1,0,0,0,1,1,1,0,1,0,0
0.0,0.0,1,0.6169154228855721,0.035422918229557385,0,0,0.7285714285714285,1,1,1,0,0,0,0,0,1,0,0,1,0
1.0,1.0,0,0.9681592039800994,0.8375492310577642,0,1,0.5285714285714286,1,1,1,1,1,1,1,1,1,0,0,0,0
0.75,0.0,1,0.46517412935323377,0.3711318454613653,0,1,0.17142857142857143,1,1,1,1,1,0,0,0,1,0,0,1,0
1.0,1.0,1,0.8248756218905472,0.7328980682670667,0,0,0.6285714285714286,1,1,1,0,0,0,1,1,1,0,0,0,0
1.0,1.0,1,0.8074626865671642,0.8250421980495123,0,0,0.9428571428571427,1,0,1,1,1,1,1,0,1,0,0,1,0
1.0,1.0,1,0.01840796019900498,0.16743248312078018,0,0,0.4714285714285714,1,0,0,0,0,0,0,0,0,1,1,0,0
1.0,1.0,1,0.9611940298507461,0.9670855213803449,0,0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0
0.5,0.5,1,0.009950248756218888,0.07902756939234808,0,0,0.01428571428571429,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,0.8681592039800995,0.8881751687921979,0,0,0.9571428571428572,1,1,1,0,1,0,1,1,1,0,0,1,0
0.0,0.5,0,0.5557213930348258,0.006482089272318078,0,0,0.48571428571428565,1,0,0,0,1,1,1,1,0,0,1,0,0
0.5,0.0,1,0.8880597014925372,0.3758205176294073,0,0,0.9285714285714285,1,1,0,1,1,1,1,1,1,0,0,1,0
1.0,1.0,0,0.012935323383084563,0.14445798949737435,0,1,0.01428571428571429,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,0,0.5646766169154228,0.06812640660165041,1,1,0.22857142857142854,1,0,1,0,0,0,0,0,1,0,0,1,0
1.0,1.0,1,0.6203980099502486,0.6591335333833458,0,0,0.34285714285714286,1,1,1,0,0,1,1,1,0,0,0,0,0
0.0,0.0,0,0.5706467661691541,0.04210427606901725,0,0,0.48571428571428565,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0,1,0.2567164179104477,0.05459372655663915,1,0,0.5428571428571428,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,1,0.9189054726368159,0.9312171792948235,0,1,0.6285714285714286,1,1,0,1,1,1,1,1,1,0,1,0,0
1.0,1.0,1,0.39751243781094525,0.4480495123780945,0,0,0.41428571428571426,1,0,1,1,0,1,0,0,0,0,1,0,0
0.75,1.0,1,0.6243781094527363,0.4250515753938484,0,0,0.7285714285714285,1,0,1,0,1,1,1,1,0,0,0,0,1
0.25,0.0,1,0.41094527363184075,0.1932436234058514,0,0,0.44285714285714284,1,0,0,0,1,0,1,0,0,0,0,0,0
0.25,0.0,1,0.6661691542288557,0.17756001500375093,1,0,0.12857142857142856,1,1,0,0,0,0,1,0,1,0,0,1,0
0.5,0.5,1,0.2671641791044776,0.21982839459864964,0,1,0.9714285714285714,0,0,0,1,1,0,0,1,0,0,1,0,0
0.5,0.5,1,0.7094527363184079,0.4071701519129782,1,0,0.2857142857142857,1,1,0,1,1,1,0,0,1,0,0,1,0
0.0,0.0,1,0.01691542288557213,0.014165650787696923,0,1,0.8571428571428571,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,0,0.06318407960199005,0.006446924231057765,0,0,0.4285714285714286,1,1,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,1,0.482089552238806,0.06034321080270068,0,1,0.8714285714285713,1,0,1,0,1,0,0,1,0,0,0,1,0
0.0,0.0,1,0.011940298507462671,7.619092273068251e-05,1,1,0.6285714285714286,1,0,0,0,0,0,0,0,0,1,0,0,1
0.5,0.5,0,0.7616915422885572,0.3533852213053263,0,1,0.7571428571428572,1,0,1,1,1,0,0,1,1,0,0,0,1
1.0,0.5,1,0.46517412935323377,0.4549418604651162,0,1,0.02857142857142858,1,0,1,1,1,1,0,0,0,0,0,0,0
1.0,1.0,1,0.06368159203980098,0.20294331395348833,0,0,0.04285714285714287,1,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,0.46517412935323377,0.5463709677419354,0,0,0.05714285714285716,1,0,0,0,0,0,0,0,0,1,0,0,0
0.25,0.5,1,0.37810945273631835,0.14285211927981994,0,1,0.9571428571428572,1,0,1,0,0,1,0,0,0,0,1,0,0
0.0,0.0,1,0.26616915422885573,0.008345836459114776,1,1,0.9999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0,0.46517412935323377,0.11208270817704424,0,0,0.7285714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0
1.0,0.0,1,0.86318407960199,0.8101087771942984,1,1,0.18571428571428572,1,1,0,1,1,0,1,1,1,0,1,0,0
0.0,0.0,1,0.46517412935323377,0.020653600900225052,1,1,0.07142857142857145,1,0,0,0,0,0,1,0,0,0,1,0,0
1.0,0.5,1,0.46517412935323377,0.4854182295573893,0,1,0.7,1,0,1,0,1,0,1,1,0,0,1,0,0
0.75,0.5,1,0.8208955223880597,0.6709431264066016,0,0,0.9142857142857143,1,1,0,0,1,0,1,1,1,0,1,0,0
0.25,1.0,1,0.01691542288557213,0.04222735371342835,0,1,0.8142857142857142,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,0,0.4716417910447761,0.5133802981995499,0,0,0.37142857142857144,1,1,1,1,1,0,0,0,0,0,0,0,1
1.0,1.0,0,0.4248756218905473,0.5121905476369092,0,1,0.6,0,0,1,0,1,1,1,1,0,0,0,0,0
0.0,0.0,1,0.5666666666666667,0.07712865716429107,0,0,0.4,1,1,0,0,0,0,0,0,1,0,1,0,0
0.0,0.0,1,0.7611940298507462,0.09775295386346586,1,0,0.3857142857142857,1,1,0,0,0,0,1,1,1,0,0,1,0
0.0,0.0,1,0.7641791044776118,0.14263526819204797,1,0,0.37142857142857144,1,1,0,0,0,0,1,1,1,0,0,1,0
1.0,1.0,0,0.46517412935323377,0.5463709677419354,0,0,0.5428571428571428,1,1,1,1,1,1,1,1,0,0,0,0,0
0.0,0.0,1,0.6701492537313432,0.09813390847711927,1,1,0.4571428571428572,1,1,0,0,0,0,1,0,1,0,0,1,0
1.0,0.0,1,0.6358208955223881,0.5851873124531133,0,1,0.5142857142857142,1,1,0,1,0,0,0,0,1,0,0,1,0
0.75,0.5,0,0.6582089552238807,0.5320236309077269,0,1,0.8857142857142858,1,0,1,0,1,1,0,0,1,0,0,1,0
0.25,0.0,0,0.7666666666666666,0.2547238372093023,0,1,0.44285714285714284,1,0,0,1,0,0,1,1,1,0,0,0,1
0.0,0.0,0,0.015920398009950265,0.0001230776444111027,0,1,0.12857142857142856,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,0,0.6373134328358209,0.6923762190547635,0,1,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0
1.0,0.5,1,0.7980099502487562,0.7017359808702175,0,1,0.11428571428571427,1,0,0,1,0,1,1,1,1,0,0,0,0
0.0,0.0,0,0.5218905472636816,0.014370780195048762,0,1,0.2857142857142857,1,0,0,0,0,0,0,0,1,0,0,0,1
0.75,0.5,0,0.06666666666666665,0.13232605026256564,0,0,0.7285714285714285,1,1,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,1,0.3154228855721393,0.0036513034508627155,1,0,0.2857142857142857,1,1,0,0,0,0,0,0,0,0,0,0,0
0.25,0.0,1,0.5074626865671642,0.1763761252813203,1,0,0.2,1,0,0,0,0,0,0,0,1,0,0,1,0
1.0,1.0,0,0.06019900497512437,0.20287884471117779,0,1,0.2571428571428571,1,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,1,0.39900497512437816,0.07987153038259565,0,0,0.2571428571428571,1,0,0,0,1,0,1,0,0,0,1,0,0
0.5,0.0,1,0.7562189054726368,0.3734175731432858,1,0,0.14285714285714285,1,1,0,1,1,0,0,1,1,0,0,1,0
0.5,0.5,1,0.5447761194029851,0.34862621905476365,1,1,0.6571428571428571,1,1,0,0,1,0,1,1,0,0,0,1,0
0.0,0.0,1,0.6427860696517412,0.036641972993248305,0,0,0.9,1,0,0,0,1,0,0,1,1,0,1,0,0
0.25,0.0,1,0.46517412935323377,0.18065453863465863,0,0,0.30000000000000004,1,1,1,0,0,1,0,0,1,0,0,1,0
0.0,0.5,0,0.012935323383084563,0.02987856339084771,0,0,0.3142857142857143,1,0,0,0,0,0,0,0,0,1,0,0,1
0.25,0.0,1,0.16666666666666663,0.07164291072768192,1,0,0.9714285714285714,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,1,0.07014925373134329,0.19352494373593396,0,1,0.41428571428571426,1,1,0,0,0,0,0,0,0,1,1,0,0
0.0,1.0,1,0.46517412935323377,0.058749062265566386,0,1,0.11428571428571427,0,0,1,0,0,1,0,1,0,0,0,0,1
1.0,0.5,1,0.854228855721393,0.8641574456114026,0,0,0.4714285714285714,1,1,1,0,1,0,1,1,1,0,1,0,0
0.5,0.0,1,0.7393034825870646,0.4642781789197299,0,0,0.7714285714285715,1,1,0,0,1,0,0,1,1,0,0,0,0
0.0,0.0,1,0.6572139303482587,0.14601697299324828,1,0,0.08571428571428574,1,0,0,0,1,0,1,0,1,0,0,1,0
1.0,1.0,0,0.7592039800995024,0.7181814984996248,0,1,0.18571428571428572,1,1,1,1,1,1,0,0,1,0,1,0,0
1.0,0.5,1,0.8164179104477611,0.750234433608402,0,1,0.6857142857142857,1,0,1,1,0,0,1,1,1,0,1,0,0
1.0,1.0,1,0.37064676616915426,0.375117216804201,0,0,0.9285714285714285,0,0,0,0,1,1,1,1,0,0,1,0,0
0.25,0.0,1,0.3144278606965174,0.10297496249062266,0,0,0.5857142857142857,1,0,0,1,0,0,0,0,0,0,1,0,0
1.0,1.0,1,0.008955223880596996,0.13921253750937732,0,1,0.8428571428571429,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,0.0,1,0.8114427860696517,0.6996905476369091,0,0,0.02857142857142858,1,1,0,1,0,0,1,1,1,0,0,1,0
0.0,0.0,1,0.6582089552238807,0.08683420855213803,1,1,0.8142857142857142,1,1,0,0,0,0,0,1,1,0,1,0,0
0.75,0.0,0,0.553233830845771,0.37868060765191286,0,1,0.7999999999999999,1,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.0,1,0.3203980099502488,0.00370991185296324,1,1,0.8714285714285713,1,1,0,0,0,0,0,0,0,0,0,1,0
0.5,0.0,0,0.02487562189054726,0.082925028132033,0,1,0.12857142857142856,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5,0.5,1,0.31840796019900497,0.23340210052513125,0,0,0.3857142857142857,1,0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.0,1,0.5701492537313433,0.042074971867966986,1,0,0.02857142857142858,1,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.5,0,0.01641791044776117,0.016457239309827454,0,1,0.4,1,0,0,0,0,0,0,0,0,1,1,0,0
0.75,0.5,0,0.8164179104477611,0.6091522880720178,0,0,0.5285714285714286,1,0,1,0,1,0,1,1,1,0,0,1,0
0.0,0.0,1,0.31641791044776113,0.0036630251312828196,0,1,0.7571428571428572,1,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1,0.010945273631840807,0.015941485371342833,0,1,0.7285714285714285,1,0,0,0,0,0,0,0,0,1,0,0,1
0.5,0.0,1,0.7587064676616915,0.341182951987997,0,1,0.7,1,0,0,1,0,0,1,1,1,0,0,1,0
0.25,0.0,1,0.8134328358208955,0.18534321080270066,1,0,0.07142857142857145,1,1,0,1,0,0,1,1,1,0,0,1,0
0.0,0.0,1,0.6671641791044776,0.047789291072768185,1,1,0.2,1,1,0,1,1,0,0,0,1,0,0,1,0
0.5,0.5,0,0.01741293532338306,0.08219242310577643,0,1,0.9,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,1,0.3079601990049751,0.06700112528132034,0,1,0.01428571428571429,1,0,1,0,0,0,0,0,0,0,0,1,0
0.25,0.5,1,0.46517412935323377,0.17303544636159038,0,0,0.6142857142857143,1,1,0,0,0,1,1,1,0,0,0,0,1
0.5,0.0,0,0.46517412935323377,0.2797027381845461,1,1,0.15714285714285714,1,1,0,0,0,1,1,1,1,0,0,0,0
0.0,0.0,1,0.5587064676616916,0.11116841710427607,1,1,0.17142857142857143,1,1,0,0,0,0,0,0,1,0,1,0,0
0.25,0.0,1,0.8009950248756219,0.2756001500375093,1,0,0.24285714285714288,1,1,0,0,1,0,1,1,1,0,0,1,0
1.0,1.0,0,0.8671641791044776,0.8502672543135783,0,0,0.17142857142857143,1,1,0,1,0,1,1,1,1,0,1,0,0
1.0,0.5,1,0.873134328358209,0.7557201800450112,1,1,0.48571428571428565,1,1,1,1,0,0,1,1,1,0,0,1,0
0.5,0.0,1,0.8601990049751244,0.5009728994748687,1,1,0.4,1,1,0,1,1,0,1,1,1,0,0,1,0
0.5,0.5,0,0.17213930348258705,0.16031156226556634,0,1,0.8285714285714286,0,0,0,0,1,1,0,0,0,0,0,0,1
0.75,0.5,1,0.5124378109452736,0.41476580082520625,0,0,0.9285714285714285,1,0,1,1,0,1,0,1,0,0,1,0,0
1.0,1.0,1,0.8054726368159204,0.8233777194298574,0,0,0.9571428571428572,1,0,0,1,1,0,1,1,1,0,0,1,0
0.0,0.0,0,0.32835820895522383,0.0038036852963240805,0,1,0.2142857142857143,1,0,1,0,0,0,0,0,0,0,0,0,1
0.25,0.5,1,0.39303482587064675,0.15348954426106526,0,0,0.7428571428571428,1,0,1,1,0,1,0,0,0,0,0,0,1
0.25,0.0,1,0.6960199004975124,0.19422824456114027,1,1,0.2142857142857143,1,1,0,1,0,0,1,0,1,0,0,1,0
0.0,0.5,1,0.014925373134328346,0.016316579144786195,1,0,0.5142857142857142,1,0,0,0,0,0,0,0,0,1,0,0,1
0.75,0.0,0,0.7950248756218906,0.5960474493623406,0,0,0.17142857142857143,1,1,1,1,1,0,0,1,1,0,0,0,0
0.0,0.0,1,0.019900497512437804,0.0049172449362340585,0,1,0.5428571428571428,1,0,0,0,0,0,0,0,0,1,0,1,0
1.0,0.0,1,0.7562189054726368,0.7048480870217554,0,1,0.8714285714285713,1,1,0,1,1,0,0,1,1,0,0,1,0
0.0,0.0,1,0.5616915422885572,0.006552419354838709,1,1,0.48571428571428565,1,1,0,0,0,0,0,0,1,0,0,1,0
1.0,1.0,1,0.3567164179104477,0.42901350337584393,0,1,0.8142857142857142,0,0,1,0,1,0,1,1,0,0,0,0,0
0.25,0.0,1,0.6985074626865672,0.23625632970742685,0,0,0.9714285714285714,1,0,0,1,1,0,0,1,1,0,0,0,0
1.0,1.0,1,0.009950248756218888,0.1489766972993248,0,0,0.5142857142857142,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,1,0.07512437810945272,0.0008205176294073515,1,0,0.9714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0,0.01243781094527363,0.14179716804201048,0,0,0.02857142857142858,1,0,0,0,0,0,0,0,0,1,1,0,0
0.75,0.5,1,0.8189054726368158,0.657820705176294,0,1,0.6285714285714286,1,1,1,0,0,0,1,1,1,0,0,1,0
0.0,0.0,0,0.02288557213930348,0.009840350712678168,0,0,0.7714285714285715,1,0,0,0,0,0,0,0,0,1,1,0,0
0.0,0.0,1,0.24228855721393033,0.007783195798949736,1,0,0.7714285714285715,0,0,1,1,0,0,0,1,0,0,0,1,0
0.5,0.5,0,0.4895522388059702,0.2903284414853713,0,1,0.24285714285714288,1,1,1,1,1,1,0,0,0,0,0,1,0
0.25,0.0,1,0.5034825870646765,0.23183725618904721,1,0,0.2857142857142857,1,0,1,1,1,0,0,1,0,0,0,0,0
0.0,0.0,0,0.25174129353233826,0.038634658664666165,0,1,0.07142857142857145,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0,0.023880597014925342,0.014740013128282065,0,0,0.5714285714285714,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,0,0.7676616915422886,0.031343773443360846,0,0,0.5,1,0,0,1,0,0,1,1,1,0,0,1,0
1.0,1.0,0,0.027363184079601977,0.17502813203300824,0,1,0.27142857142857146,1,0,0,0,0,0,0,0,0,1,0,0,0
0.25,0.0,1,0.3776119402985074,0.1229604276069017,0,0,0.5428571428571428,1,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,0,0.0014925373134328235,0.1250468867216804,0,0,0.5142857142857142,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5,0.0,1,0.07462686567164178,0.10343796886721679,0,0,0.4285714285714286,1,1,0,0,0,0,0,0,0,1,0,1,0
0.0,0.0,0,0.013432835820895522,0.029960615153788447,0,1,0.05714285714285716,1,0,0,0,0,0,0,0,0,1,1,0,0
0.0,0.0,0,0.5681592039800994,0.12144833083270815,1,0,0.3857142857142857,1,0,0,0,1,0,0,0,1,0,0,1,0
