,calculated_host_listings_count,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,days_past_last_review,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,latitude,longitude,accommodates,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,Seniority_days,instant_bookable_0,instant_bookable_1,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,require_guest_profile_picture_0,require_guest_profile_picture_1,require_guest_phone_verification_0,require_guest_phone_verification_1,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,has_availability_1,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_0.0,host_is_superhost_1.0,host_has_profile_pic_0,host_has_profile_pic_1,host_has_profile_pic_1.1,host_identity_verified_0,host_identity_verified_1
340,4.0,41.0,99.0,10.0,10.0,10.0,10.0,659.0,2.0,1.0,1.0,44.0,0.0,0.0,2.0,7.0,47.60429647,-122.2943586,1.0,100.0,100.0,4.0,4.0,557.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
341,1.0,37.0,95.0,10.0,9.0,10.0,10.0,426.0,1.0,1.0,1.0,53.0,0.0,0.0,2.0,21.0,47.59176832,-122.2943217,2.0,100.0,100.0,1.0,1.0,593.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
342,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,2.0,3.0,210.0,1.0,0.0,2.0,30.0,47.60256128,-122.2936553,4.0,100.0,79.73,1.0,1.0,796.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
343,1.0,34.0,100.0,10.0,10.0,10.0,10.0,176.0,1.0,1.0,3.0,159.0,2.0,10.0,2.0,60.0,47.59770094,-122.2919996,5.0,100.0,100.0,1.0,1.0,425.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
344,1.0,55.0,98.0,10.0,10.0,10.0,10.0,857.0,1.0,3.0,3.0,225.0,4.0,25.0,2.0,234.0,47.6046968,-122.2854892,5.0,33.0,100.0,1.0,1.0,1282.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
345,4.0,42.0,97.0,10.0,10.0,10.0,10.0,177.0,2.0,1.0,1.0,49.0,1.0,25.0,2.0,7.0,47.60574573,-122.2928299,2.0,100.0,100.0,4.0,4.0,557.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
346,1.0,113.0,95.0,10.0,10.0,10.0,10.0,822.0,1.0,1.0,2.0,122.0,2.0,17.0,2.0,120.0,47.59523563,-122.3097246,4.0,100.0,100.0,1.0,1.0,1040.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
347,1.0,27.0,98.0,10.0,10.0,10.0,10.0,1373.0,2.5,2.0,4.0,196.0,1.0,0.0,3.0,365.0,47.59379732,-122.3051488,6.0,100.0,100.0,13.0,13.0,1881.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
348,2.0,27.0,93.0,9.0,9.0,9.0,9.0,993.0,1.5,1.0,2.0,60.0,1.0,30.0,2.0,365.0,47.60026601,-122.2998674,2.0,80.0,100.0,2.0,2.0,1965.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
349,1.0,22.0,94.0,10.0,10.0,10.0,9.0,38.0,1.5,1.0,1.0,70.0,1.0,10.0,1.0,29.0,47.59921759,-122.3120997,2.0,100.0,100.0,1.0,1.0,279.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
350,1.0,4.0,100.0,10.0,10.0,10.0,10.0,41.0,2.0,3.0,2.0,175.0,1.0,0.0,2.0,10.0,47.59561764,-122.3108208,4.0,75.0,100.0,1.0,1.0,227.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
351,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,2.0,100.0,1.0,0.0,2.0,2.0,47.57669612,-122.2968805,2.0,81.89,79.73,1.0,1.0,1182.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
352,1.0,12.0,93.0,10.0,10.0,10.0,10.0,231.0,2.0,1.0,1.0,69.0,1.0,0.0,1.0,5.0,47.59695169,-122.3019871,2.0,100.0,100.0,1.0,1.0,529.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
353,2.0,4.0,100.0,10.0,10.0,10.0,10.0,94.0,1.5,1.0,1.0,100.0,2.0,20.0,2.0,14.0,47.58725541,-122.3003847,4.0,81.89,79.73,2.0,2.0,272.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
354,2.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,1.5,1.0,1.0,90.0,2.0,40.0,2.0,7.0,47.58622696,-122.2986161,2.0,81.89,79.73,2.0,2.0,272.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
355,1.0,14.0,96.0,10.0,10.0,10.0,10.0,717.0,2.5,2.0,3.0,275.0,4.0,75.0,3.0,45.0,47.60158523,-122.3069832,6.0,81.89,79.73,1.0,1.0,1021.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
356,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,0.0,1.0,115.0,1.0,0.0,2.0,14.0,47.59964652,-122.3073967,2.0,81.89,79.73,1.0,1.0,340.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
357,1.0,141.0,96.0,10.0,10.0,10.0,10.0,476.0,1.0,1.0,1.0,90.0,1.0,0.0,1.0,14.0,47.59197874,-122.3071759,2.0,94.0,100.0,1.0,1.0,587.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
358,1.0,3.0,100.0,10.0,10.0,10.0,10.0,49.0,2.0,2.0,3.0,90.0,1.0,0.0,2.0,14.0,47.59316777,-122.3016992,4.0,67.0,100.0,1.0,1.0,784.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
359,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,2.0,119.0,1.0,0.0,7.0,30.0,47.59382038,-122.305967,4.0,81.89,79.73,1.0,1.0,439.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
360,3.0,39.0,88.0,9.0,9.0,9.0,9.0,1208.0,3.5,3.0,3.0,218.0,1.0,0.0,2.0,365.0,47.59797618,-122.3008799,7.0,89.0,100.0,3.0,3.0,1635.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
361,1.0,80.0,99.0,10.0,10.0,10.0,10.0,371.0,1.0,0.0,2.0,170.0,2.0,5.0,1.0,30.0,47.59578066,-122.3096529,4.0,100.0,100.0,1.0,1.0,659.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
362,2.0,183.0,97.0,10.0,10.0,10.0,10.0,702.0,1.0,1.0,1.0,70.0,1.0,15.0,2.0,7.0,47.59933473,-122.3113683,2.0,100.0,100.0,2.0,2.0,886.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
363,1.0,9.0,84.0,9.0,8.0,9.0,10.0,106.0,1.0,1.0,1.0,90.0,1.0,0.0,2.0,6.0,47.59196614,-122.3083929,4.0,100.0,100.0,1.0,1.0,876.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
364,2.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,0.0,2.0,90.0,2.0,10.0,1.0,14.0,47.60141207,-122.3128888,3.0,100.0,100.0,2.0,2.0,116.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
365,1.0,7.0,94.0,10.0,9.0,9.0,9.0,-118.0,3.0,3.0,3.0,250.0,6.0,25.0,2.0,180.0,47.58748247,-122.3006221,8.0,100.0,100.0,1.0,1.0,316.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
366,2.0,31.0,95.0,10.0,9.0,10.0,9.0,1042.0,1.5,1.0,1.0,60.0,1.0,35.0,2.0,365.0,47.60051049,-122.301994,2.0,80.0,100.0,2.0,2.0,1965.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
367,11.0,64.0,89.0,9.0,9.0,9.0,9.0,878.0,1.0,1.0,3.0,79.0,2.0,15.0,1.0,60.0,47.58172347,-122.2989805,6.0,89.0,100.0,11.0,11.0,1713.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
368,1.0,31.0,99.0,10.0,10.0,10.0,10.0,391.0,2.5,2.0,2.0,557.0,4.0,0.0,6.0,180.0,47.61217391,-122.3433935,4.0,100.0,100.0,2.0,2.0,816.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
369,2.0,6.0,87.0,9.0,10.0,9.0,10.0,8.0,1.0,0.0,1.0,179.0,2.0,30.0,2.0,29.0,47.61051908,-122.3418096,2.0,100.0,100.0,2.0,2.0,682.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
370,2.0,14.0,99.0,10.0,10.0,10.0,10.0,20.0,1.0,1.0,1.0,157.0,2.0,40.0,1.0,29.0,47.60846138,-122.3418883,3.0,100.0,100.0,2.0,2.0,682.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
371,3.0,9.0,93.0,10.0,9.0,9.0,10.0,909.0,1.0,1.0,2.0,85.0,1.0,0.0,2.0,120.0,47.60723759,-122.3413143,4.0,63.0,100.0,9.0,9.0,1203.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
372,1.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,95.0,1.0,0.0,2.0,20.0,47.60880267,-122.3393003,2.0,95.0,100.0,1.0,1.0,149.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
373,2.0,40.0,95.0,10.0,10.0,10.0,10.0,136.0,1.0,0.0,2.0,114.0,2.0,25.0,1.0,14.0,47.60855884,-122.3402696,4.0,100.0,100.0,3.0,3.0,820.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
374,6.0,7.0,100.0,10.0,10.0,10.0,10.0,707.0,2.0,2.0,2.0,311.0,1.0,0.0,7.0,365.0,47.60817001,-122.3383759,5.0,94.0,100.0,34.0,34.0,2256.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
375,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,2.0,1.0,2.0,357.0,1.0,0.0,7.0,30.0,47.60893109,-122.3402823,4.0,100.0,79.73,1.0,1.0,129.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
376,1.0,16.0,98.0,10.0,10.0,10.0,10.0,518.0,1.0,1.0,2.0,135.0,2.0,20.0,2.0,180.0,47.64482057,-122.3274884,3.0,100.0,100.0,1.0,1.0,1464.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
377,2.0,188.0,100.0,10.0,10.0,10.0,10.0,1156.0,1.0,1.0,1.0,138.0,2.0,0.0,2.0,21.0,47.64338999,-122.3258219,2.0,100.0,100.0,2.0,2.0,1458.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
378,1.0,3.0,100.0,10.0,10.0,10.0,10.0,41.0,1.0,1.0,1.0,129.0,2.0,40.0,4.0,60.0,47.6405253,-122.3285206,2.0,81.89,79.73,1.0,1.0,1026.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
379,1.0,26.0,98.0,10.0,10.0,10.0,10.0,133.0,1.0,1.0,1.0,95.0,2.0,10.0,2.0,90.0,47.6394781,-122.3259309,4.0,100.0,100.0,2.0,2.0,1068.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
380,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,140.0,1.0,0.0,10.0,30.0,47.64078787,-122.3232083,2.0,81.89,79.73,1.0,1.0,1806.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
381,1.0,7.0,96.0,10.0,10.0,10.0,10.0,698.0,1.0,1.0,1.0,91.0,1.0,25.0,2.0,21.0,47.64007904,-122.3255434,3.0,81.89,79.73,1.0,1.0,2215.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
382,4.0,47.0,95.0,10.0,10.0,10.0,10.0,1079.0,1.0,1.0,1.0,95.0,2.0,10.0,3.0,365.0,47.63897301,-122.3248878,4.0,100.0,100.0,4.0,4.0,1967.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
383,1.0,20.0,96.0,10.0,10.0,10.0,10.0,465.0,1.0,1.0,1.0,140.0,2.0,10.0,2.0,7.0,47.63828959,-122.3278954,3.0,100.0,79.73,1.0,1.0,1205.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
384,2.0,16.0,96.0,10.0,10.0,10.0,10.0,275.0,1.0,1.0,1.0,59.0,1.0,10.0,1.0,95.0,47.63857442,-122.3248037,2.0,70.0,100.0,2.0,2.0,554.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
385,2.0,146.0,98.0,10.0,10.0,10.0,10.0,1099.0,1.0,1.0,1.0,115.0,2.0,0.0,2.0,21.0,47.64454557,-122.3255229,2.0,100.0,100.0,2.0,2.0,1458.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
386,1.0,115.0,92.0,9.0,9.0,10.0,10.0,1235.0,1.0,1.0,1.0,82.0,1.0,0.0,2.0,14.0,47.64097356,-122.3285731,2.0,100.0,100.0,1.0,1.0,1243.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
387,1.0,9.0,98.0,10.0,10.0,10.0,10.0,167.0,1.0,1.0,1.0,125.0,1.0,0.0,1.0,9.0,47.61907156,-122.3477988,3.0,89.0,100.0,1.0,1.0,307.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
388,1.0,16.0,96.0,9.0,10.0,10.0,10.0,118.0,1.0,1.0,1.0,55.0,1.0,0.0,2.0,14.0,47.62386147,-122.3422631,2.0,100.0,100.0,1.0,1.0,1132.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
389,2.0,7.0,100.0,10.0,10.0,10.0,10.0,103.0,2.0,2.0,3.0,550.0,1.0,0.0,3.0,10.0,47.6208625,-122.3389661,6.0,100.0,100.0,2.0,2.0,1420.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
390,1.0,3.0,100.0,10.0,10.0,10.0,10.0,29.0,1.0,1.0,1.0,100.0,1.0,0.0,2.0,10.0,47.61920554,-122.3320296,3.0,88.0,100.0,1.0,1.0,1040.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
391,1.0,1.0,100.0,6.0,10.0,10.0,10.0,0.0,1.0,0.0,1.0,90.0,1.0,0.0,7.0,90.0,47.61970698,-122.3369972,2.0,100.0,100.0,1.0,1.0,846.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
392,1.0,14.0,85.0,9.0,8.0,10.0,9.0,-298.0,1.0,1.0,1.0,59.0,1.0,0.0,2.0,30.0,47.6286668,-122.3285456,2.0,100.0,100.0,1.0,1.0,291.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
393,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,0.0,1.0,135.0,2.0,0.0,1.0,9.0,47.61998352,-122.3338898,2.0,81.89,79.73,1.0,1.0,486.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
394,1.0,21.0,96.0,10.0,9.0,9.0,9.0,338.0,1.0,1.0,1.0,220.0,2.0,25.0,3.0,31.0,47.61974793,-122.339131,2.0,81.89,79.73,1.0,1.0,2274.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
395,1.0,3.0,73.0,6.0,5.0,10.0,10.0,15.0,1.0,1.0,1.0,115.0,2.0,50.0,2.0,30.0,47.62366227,-122.3332926,2.0,100.0,79.73,1.0,1.0,218.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
396,1.0,19.0,98.0,10.0,9.0,10.0,10.0,1455.0,1.0,1.0,1.0,115.0,1.0,0.0,2.0,365.0,47.62151025,-122.3287867,2.0,100.0,100.0,1.0,1.0,1782.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
397,1.0,29.0,94.0,10.0,10.0,10.0,10.0,232.0,3.5,3.0,5.0,333.0,6.0,30.0,1.0,180.0,47.65103145,-122.3850038,10.0,100.0,100.0,1.0,1.0,321.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
398,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,2.0,97.0,4.0,10.0,2.0,29.0,47.65398031,-122.3955475,4.0,100.0,100.0,3.0,3.0,1171.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
399,1.0,7.0,94.0,10.0,10.0,10.0,10.0,121.0,1.0,2.0,4.0,200.0,6.0,0.0,2.0,180.0,47.64899205,-122.397112,6.0,100.0,100.0,1.0,1.0,263.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
400,1.0,25.0,91.0,8.0,9.0,10.0,10.0,1446.0,1.0,1.0,1.0,46.0,1.0,15.0,1.0,365.0,47.66119734,-122.4014455,2.0,100.0,100.0,1.0,1.0,2049.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
401,1.0,57.0,97.0,9.0,10.0,10.0,10.0,1101.0,1.0,1.0,1.0,64.0,1.0,15.0,2.0,21.0,47.65221579,-122.385481,2.0,100.0,100.0,1.0,1.0,1717.0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
402,1.0,71.0,93.0,10.0,10.0,10.0,10.0,1363.0,1.0,1.0,1.0,88.0,2.0,0.0,1.0,3.0,47.65312176,-122.4098169,2.0,100.0,100.0,1.0,1.0,1410.0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
403,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,2.0,3.0,200.0,4.0,25.0,2.0,14.0,47.64145682,-122.403883,6.0,100.0,79.73,1.0,1.0,171.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
404,1.0,54.0,94.0,9.0,9.0,10.0,10.0,370.0,1.0,1.0,1.0,999.0,1.0,10.0,1.0,31.0,47.61537863,-122.3352588,4.0,100.0,100.0,2.0,2.0,1262.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
405,6.0,17.0,98.0,9.0,10.0,9.0,10.0,1763.0,1.0,1.0,2.0,145.0,1.0,0.0,2.0,365.0,47.61361553,-122.3470578,4.0,94.0,100.0,34.0,34.0,2256.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
406,1.0,108.0,87.0,9.0,7.0,10.0,10.0,319.0,1.0,1.0,1.0,35.0,1.0,10.0,1.0,14.0,47.61381379,-122.3425287,2.0,70.0,100.0,1.0,1.0,617.0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
407,2.0,2.0,100.0,10.0,9.0,10.0,10.0,6.0,1.0,0.0,1.0,95.0,2.0,10.0,2.0,26.0,47.61638694,-122.3538221,3.0,100.0,100.0,2.0,2.0,1041.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
408,2.0,1.0,20.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,130.0,2.0,50.0,1.0,20.0,47.6142054,-122.3439889,2.0,100.0,100.0,2.0,2.0,266.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
409,5.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,2.0,105.0,2.0,15.0,3.0,60.0,47.61483648,-122.3468338,4.0,100.0,100.0,5.0,5.0,1159.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
410,2.0,31.0,98.0,10.0,10.0,10.0,10.0,219.0,1.0,0.0,1.0,129.0,2.0,0.0,2.0,22.0,47.61494348,-122.3406782,2.0,100.0,100.0,2.0,2.0,615.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
411,5.0,25.0,94.0,10.0,9.0,10.0,10.0,256.0,1.0,1.0,2.0,110.0,2.0,15.0,3.0,60.0,47.61397108,-122.3482181,4.0,100.0,100.0,5.0,5.0,1159.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
412,1.0,6.0,100.0,10.0,10.0,10.0,10.0,37.0,1.0,0.0,1.0,95.0,0.0,0.0,2.0,7.0,47.61369631,-122.342055,2.0,100.0,100.0,1.0,1.0,173.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
413,6.0,3.0,93.0,10.0,10.0,9.0,9.0,126.0,1.0,1.0,2.0,275.0,1.0,0.0,2.0,365.0,47.61429607,-122.3473832,4.0,94.0,100.0,34.0,34.0,2256.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
414,1.0,37.0,94.0,10.0,10.0,10.0,10.0,653.0,1.0,0.0,1.0,135.0,1.0,0.0,2.0,5.0,47.61601594,-122.3295179,2.0,100.0,100.0,1.0,1.0,524.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
415,5.0,67.0,94.0,10.0,10.0,10.0,10.0,498.0,1.0,1.0,3.0,128.0,2.0,10.0,1.0,15.0,47.6138396,-122.349435,5.0,100.0,100.0,5.0,5.0,678.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
416,6.0,26.0,87.0,9.0,9.0,10.0,9.0,2089.0,2.0,1.0,2.0,107.0,1.0,0.0,2.0,365.0,47.61561135,-122.3459267,4.0,94.0,100.0,34.0,34.0,2256.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
417,6.0,20.0,92.0,9.0,9.0,9.0,9.0,798.0,1.0,1.0,2.0,100.0,1.0,0.0,2.0,90.0,47.6148639,-122.3439854,4.0,94.0,100.0,34.0,34.0,2256.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
418,1.0,61.0,98.0,10.0,10.0,10.0,10.0,442.0,1.0,1.0,1.0,100.0,1.0,20.0,3.0,7.0,47.6172487,-122.3472461,2.0,81.89,79.73,1.0,1.0,1212.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
419,1.0,18.0,96.0,9.0,9.0,10.0,10.0,470.0,1.0,1.0,1.0,120.0,1.0,0.0,5.0,30.0,47.61551227,-122.337286,2.0,100.0,100.0,1.0,1.0,1685.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
420,12.0,121.0,92.0,9.0,9.0,10.0,10.0,1083.0,1.0,0.0,1.0,125.0,2.0,25.0,1.0,90.0,47.6115756,-122.3466116,5.0,100.0,100.0,12.0,12.0,1535.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
421,1.0,159.0,96.0,10.0,9.0,10.0,10.0,669.0,1.0,0.0,2.0,150.0,2.0,35.0,1.0,29.0,47.61406469,-122.3492246,3.0,100.0,100.0,1.0,1.0,1126.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
